adrid,adr_info
Application site rash,08.02.01.016;12.07.01.016;23.03.13.008
Atypical femur fracture,12.04.01.019;15.08.03.019
Osteopenia,14.04.04.004;15.02.03.003
Intestinal infarction,07.15.02.006;24.04.08.008
Adrenocortical insufficiency acute,05.01.02.005;14.11.01.020
Chronic hepatic failure,09.01.03.009
Respiratory tract infection viral,11.05.04.003;22.07.07.002
Growth retardation,05.03.02.007;14.03.02.031;15.03.05.016
Injection site hypertrophy,08.02.03.026;12.07.03.026
Cyclothymic disorder,19.16.01.004
Pleural fibrosis,22.05.03.003
Tumour compression,16.32.03.021
Rash vesicular,23.03.13.009
Gaze palsy,06.05.02.014;17.02.05.044
Tongue blistering,07.14.02.014
Infusion site pain,08.02.05.014;12.07.05.002
Arrhythmia supraventricular,02.03.03.001
Judgement impaired,17.03.03.005;19.05.01.009
Irritable bowel syndrome,07.02.04.003;19.24.01.003
Diplopia,06.02.06.002;17.17.01.005
Eustachian tube disorder,04.05.02.002
Dermatitis infected,11.01.12.011;23.03.04.024
Mucosal inflammation,08.01.06.002
Lacunar infarction,17.08.01.016;24.04.06.009;17.08.01.054;24.04.06.037
Epidermal naevus,03.05.01.012;23.01.06.003
Foot and mouth disease,07.05.07.010;11.05.04.020;23.11.05.002
Coccydynia,15.02.01.004
Venomous bite,12.01.08.027
Lacrimation decreased,06.08.02.007
Uterine polyp,16.04.02.002;21.07.02.001
Blood urea abnormal,13.13.01.005
Papilloma,16.02.02.004
Application site urticaria,08.02.01.028;10.01.06.002;12.07.01.028;23.04.02.002
Juvenile idiopathic arthritis,10.04.06.004;15.01.03.004
Left ventricular hypertrophy,02.04.02.014
Meningoencephalitis herpetic,11.05.02.010;17.06.06.001
Epigastric discomfort,07.01.02.004
Cardiac output decreased,13.14.02.001
Cough decreased,22.02.03.006
Nocturnal emission,21.03.01.012
Metastases to liver,09.04.02.004;16.22.02.001
Bladder discomfort,20.02.02.019
Testis cancer,16.25.03.001;21.13.02.001;16.25.02.002;21.13.02.006
Procedural nausea,07.01.07.005;12.02.03.003
Sports injury,12.01.08.038
Skin fissures,23.03.03.008
Infected cyst,11.01.08.021;16.02.02.003
Cancer pain,16.32.03.004
Loeffler's syndrome,01.02.04.008;22.01.01.011
Hypoxic-ischaemic encephalopathy,17.13.02.006;22.02.02.011;24.04.06.021
Gastrooesophageal reflux disease,07.02.02.003
Injection site abscess,08.02.03.021;11.01.08.023;12.07.03.021
Nuchal rigidity,15.05.04.005;17.05.02.006;15.05.04.001;15.05.04.006;17.01.05.001;17.05.02.005
Cellulitis,11.02.01.001;23.11.02.004
Oesophageal achalasia,07.02.03.004
Neurogenic bladder,17.10.01.002;20.03.03.001
Early satiety,07.01.06.027;08.01.09.004;14.03.01.010
Blood parathyroid hormone increased,13.10.07.002
Expressive language disorder,17.02.08.015;19.19.01.006
Glomerulonephritis rapidly progressive,10.04.04.008;20.05.01.004
Optic neuritis,06.04.08.002;10.02.01.097;17.04.05.001
Serum ferritin decreased,13.11.01.031
Hepatobiliary disease,09.01.08.003
Pulmonary congestion,02.05.02.002;22.01.03.002;24.03.08.001
Face injury,12.01.09.011
Pneumonia mycoplasmal,11.10.01.003;22.07.01.009
Renal rickets,14.04.03.003;15.02.03.004;20.01.01.003;14.04.04.017;15.02.03.018;20.01.01.012
Vertical infection transmission,11.07.02.005;18.03.03.010
Lymphocyte count decreased,13.01.06.006
Graft versus host disease,10.02.01.027;12.02.09.001
Melanoderma,23.05.01.012
IIIrd nerve paralysis,06.05.02.011;17.04.02.003
Arterial occlusive disease,24.04.02.021
Sudden unexplained death in epilepsy,08.04.01.012;17.12.03.019
Gastric atony,07.02.02.009
Tandem gait test abnormal,13.07.03.011
Abdominal distension,07.01.04.001
Insulin C-peptide increased,13.10.02.011
Retinal vascular disorder,06.10.01.002;24.03.07.002
Dizziness,02.11.04.006;17.02.05.003;24.06.02.007
Breast cancer,16.10.01.001;21.05.01.003;16.10.02.001;21.05.01.004
Ephelides,23.05.01.005
Viral pharyngitis,11.05.04.006;22.07.02.003
Oesophageal discomfort,07.01.06.030
Myeloid leukaemia,01.10.08.001;16.01.08.001
Blood disorder,01.05.01.004
Spinal cord injury,12.01.13.002;17.10.04.001
Skin fragility,23.03.03.009
Feeling drunk,08.01.09.015
Tumour lysis syndrome,14.05.01.004;16.32.03.002
Dermatomyositis,10.04.04.027;15.05.01.002;23.03.02.001
Dyspnoea,02.11.05.003;22.02.01.004
Cerebrospinal fluid leakage,12.01.10.004;17.02.05.001
Duodenitis,07.08.03.001;07.04.02.006
Chylothorax,22.05.02.006
Vascular calcification,24.03.02.013
Hernia,08.01.04.001
Oestrogen deficiency,05.05.04.003;21.11.02.003
Skin erosion,23.07.03.002
Chemical cystitis,12.03.02.001;20.03.01.004
Oculorespiratory syndrome,06.04.01.017;10.01.05.021;22.12.02.010;23.04.01.021
Breast abscess,11.01.02.002;18.06.02.002;21.05.03.003
Hepatic vein thrombosis,09.01.06.012;24.01.03.004;09.01.06.001;09.01.06.002;12.02.09.039;24.01.03.001;24.04.07.002
Carotene decreased,13.02.05.005
Protein-losing gastroenteropathy,07.11.01.013;14.03.02.015
Ingrowing nail,23.02.05.011
House dust allergy,10.01.03.062
Hypofibrinogenaemia,01.01.01.010
Intracranial pressure increased,17.07.02.002
Diaphragmatic hernia,07.16.01.002;22.09.02.001
Retinal aneurysm,06.10.01.011;24.02.02.003
Temperature regulation disorder,05.03.04.013;08.05.01.004
Pedal pulse decreased,13.14.04.010
Metaphyseal dysplasia,03.11.06.006;15.11.06.006
Vestibular neuronitis,04.04.04.002;11.05.04.025;17.02.12.006
Blood phosphorus decreased,13.11.01.015
Capillary leak syndrome,08.01.07.012;24.06.03.001
Chrysiasis,12.03.01.048
Deep vein thrombosis,24.01.02.003;24.01.01.008
Anal candidiasis,07.19.04.006;11.03.03.019;23.11.03.001
Spondyloarthropathy,15.01.09.003
Optic atrophy,06.09.02.001
Congenital anomaly,03.02.01.001
Aura,17.02.07.011;17.12.03.002
Urogenital haemorrhage,20.08.01.006;21.10.05.008;24.07.01.044
Haemoglobin increased,13.01.05.004
Traumatic haemorrhage,12.01.08.029;24.07.01.056
Blood chloride increased,13.11.01.005
Catheter site erythema,08.02.02.003;12.07.02.003;23.03.06.014
Echolalia,17.02.08.013;19.11.03.004
Gastrointestinal pain,07.01.05.005
Blood triglycerides increased,13.12.03.001
Blood iron abnormal,13.11.01.044
Immobile,26.01.01.002
Exfoliative rash,23.03.07.006
Pleurothotonus,17.01.03.009
Application site pustules,08.02.01.041;11.01.12.014;12.07.01.041;23.03.10.004
Confusion postoperative,12.02.04.001;17.02.03.004;19.13.01.004
Hostility,19.05.01.003
Hyperfibrinogenaemia,01.01.02.014
Exposure to toxic agent,12.03.04.001
Soft tissue infection,11.01.17.006;15.03.03.011
Posterior reversible encephalopathy syndrome,17.13.02.007
Rhinorrhoea,22.12.03.021
Genitourinary chlamydia infection,11.11.01.002;20.08.02.010;21.10.03.013
Red blood cell count decreased,13.01.05.007
Abdominal abscess,07.19.02.002;11.01.07.006
Glossodynia,07.14.02.001
Pancreatitis necrotising,07.18.01.004
Activated partial thromboplastin time shortened,13.01.02.020
Excoriation,12.01.06.010;23.03.11.018
Ventricular flutter,02.03.04.009
Dysaesthesia,17.02.06.003;23.03.03.077
Dyskinesia,17.01.02.006;09.01.03.004;17.01.02.017;17.01.06.001
Self injurious behaviour,12.01.08.036;19.12.01.002
Ovarian cyst,16.04.03.001;21.11.01.002
Blood glucose increased,13.02.02.002
Male sexual dysfunction,19.08.05.003;21.03.02.012
Amblyopia,06.02.01.001
Hyperplasia,08.03.04.008
Gastrointestinal inflammation,07.08.03.007
Carotid artery stenosis,17.08.02.001;24.04.06.001
Genital infection male,11.01.19.006;21.09.03.006
Coordination abnormal,17.02.02.004
Metabolic acidosis,14.01.01.003;14.01.03.002
Blood urine present,13.13.02.002
Lung infiltration,22.01.02.004
Neonatal infection,11.01.08.032;18.04.12.001
Exomphalos,03.04.07.001;07.16.03.002;07.16.03.001
Sinus headache,17.14.01.002;22.12.03.022
Scleral hyperaemia,06.04.07.003
Haematochezia,07.12.02.003;24.07.02.012
Device capturing issue,27.01.02.001
Tongue discolouration,07.14.02.006
Colorectal cancer,07.21.01.002;16.13.01.002
Optic disc vascular disorder,06.07.03.004;24.03.04.008
Infusion site oedema,08.02.05.012;12.07.05.013
Venous occlusion,24.04.02.009
Erection increased,19.08.04.002;21.03.01.004
Upper-airway cough syndrome,22.12.03.036
Nasal septum perforation,22.04.03.003
Asthma,10.01.03.010;22.03.01.002
Haemorrhage subcutaneous,23.06.07.002;24.07.06.010
Blood pressure systolic increased,13.14.03.006
Blood urine,13.13.02.011
Tendon rupture,12.01.07.003;15.07.01.008
Adjustment disorder,19.23.01.001;19.23.01.002
Pulmonary infarction,22.06.02.002;24.04.09.001
Crystalluria,20.02.01.003
Obsessive-compulsive personality disorder,19.05.04.001
Factor XI deficiency,01.01.01.008;03.15.01.005
Completed suicide,08.04.01.010;19.12.01.001
ECG signs of myocardial ischaemia,13.14.05.033
Koebner phenomenon,23.03.03.058
Petit mal epilepsy,17.12.04.001
Paraplegia,17.01.04.007
Aneurysm,24.02.01.001
Renovascular hypertension,20.01.08.003;24.08.08.001
Therapeutic response decreased,08.06.01.016
Urine analysis abnormal,13.13.02.008
Female sexual arousal disorder,19.08.04.004;21.03.02.011
Oedema due to cardiac disease,02.11.01.018;08.01.07.013
Subcutaneous haematoma,12.01.06.005;23.06.07.003;24.07.01.033
Perineal injury,12.01.15.003;18.07.04.002;21.10.05.026
Non-cardiac chest pain,08.01.08.006;22.12.02.009
Laryngeal disorder,22.04.01.001
Dyspnoea paroxysmal nocturnal,02.11.05.006;22.02.01.018
Histiocytosis,01.13.04.002;16.21.04.002
Therapeutic response unexpected,08.06.01.001
Measles,11.05.19.001;23.11.05.006
Metastases to central nervous system,16.22.02.004;17.02.10.013
Developmental hip dysplasia,03.11.07.014;15.11.07.014
Nasal disorder,22.04.03.004
Gastritis haemorrhagic,07.08.02.002;24.07.02.008
Chromaturia,20.02.01.002
Scratch,12.01.06.009;23.03.11.017
Bronchiectasis,22.03.02.005
Reticulocytosis,01.07.02.002
Cervix disorder,21.06.01.003
Temporomandibular joint syndrome,15.01.08.008;17.14.01.017
Alcoholism,19.07.06.006;19.07.06.001;19.07.06.004
Vision blurred,06.02.06.007;17.17.01.010
Microcephaly,03.11.02.002;15.11.02.002
Alcohol poisoning,12.03.01.017;19.07.06.002
Klebsiella sepsis,11.02.03.002
Femur fracture,12.04.01.003;15.08.03.003
Gastrointestinal ulcer,07.04.04.002
Slow speech,17.02.08.016;19.19.02.004
Burkitt's lymphoma,01.15.04.001;16.28.04.001
Hepatic adenoma,09.04.01.002;16.06.01.002
Polyomavirus-associated nephropathy,11.05.05.002;12.02.09.037;20.01.09.003
Skin infection,11.01.12.003;23.11.04.007
Acne infantile,23.02.01.006
Metabolic alkalosis,14.01.02.004
Encephalitis,11.01.03.008;17.06.05.001;17.06.05.005
Sense of oppression,08.01.09.020
Schizophreniform disorder,19.03.02.001;19.03.01.002;19.03.02.002
Spinal cord compression,17.10.01.006
Myopathy,15.05.05.001;15.05.03.014
Vascular anomaly,03.07.03.004;24.03.03.014
Nodal rhythm,02.03.03.021
Mechanical urticaria,10.01.06.004;23.04.02.004
Dark circles under eyes,06.08.03.019;08.01.03.054
Pancreatic abscess,07.18.01.008;11.01.07.025
Procedural hypotension,12.02.05.026;24.06.03.010
Vessel perforation,12.02.01.017;24.11.01.002
Fungaemia,11.01.11.002
Cor pulmonale,02.05.03.001;22.06.01.003;24.08.03.001
Gastrointestinal motility disorder,07.02.03.001
Enzyme induction,08.06.01.022;14.11.01.022
Gingival blister,07.09.13.001
Stomatitis necrotising,07.05.06.006
Vomiting neonatal,07.01.07.010;18.04.11.004
Hepatitis acute,09.01.07.005
Imperforate hymen,03.03.04.001;21.08.01.004
Genital candidiasis,11.03.03.002;21.10.03.001;11.03.03.005;11.03.05.004;21.14.02.003;21.14.02.004
Incomplete precocious puberty,05.05.03.005;21.03.02.024
Thrombocytosis,01.08.02.001
Balanoposthitis,21.09.03.001
Vasomotor rhinitis,22.04.04.009
Respiratory acidosis,14.01.04.002;22.02.02.004
Blood iron decreased,13.11.01.006
Terminal insomnia,17.15.03.004;19.02.01.004
Renal failure chronic,20.01.03.017
Application site ulcer,08.02.01.007;12.07.01.007;23.07.03.010
Urine sodium increased,13.11.01.048
Accidental overdose,12.09.03.001
Oesophageal oedema,07.11.02.002
Clonus,17.02.05.002
Breech presentation,18.03.04.001
Electrocardiogram QT interval,13.14.05.020
Intraventricular haemorrhage,17.08.01.017;24.07.04.008
Abdominal rigidity,07.01.05.011
Laryngeal oedema,10.01.05.003;22.04.02.001;23.04.01.005
Malignant histiocytosis,01.13.04.001;16.21.04.001;01.13.04.004;16.21.04.004
Haptoglobin increased,13.02.03.002
Product taste abnormal,27.02.02.001
Upper respiratory tract congestion,22.12.03.033
Oral papilloma,07.20.02.003;11.05.07.003;16.05.04.003
Bundle branch block left,02.03.01.007
Pruritus,23.03.12.001
Restless legs syndrome,15.05.03.012;17.02.07.008
Substance abuse,19.07.06.018;19.07.06.010;19.07.06.012;19.07.06.019;19.07.06.020
Anaesthetic complication neurological,12.02.20.003;17.02.10.015
Septic shock,11.01.11.004;24.06.02.011;11.01.08.028;24.06.02.015
Scleral thinning,06.09.06.004
Waxy flexibility,19.11.03.005
Hyponatraemia,14.05.04.002
Blepharitis allergic,06.04.04.009;10.01.03.034;23.03.04.030
Gouty tophus,14.09.01.005;15.01.06.005;23.07.04.010
Hypophosphataemia,14.04.03.001
Bladder fibrosis,20.03.01.003
Sleep talking,17.15.02.003;19.02.03.005
Oestrogenic effect,05.05.04.004;08.06.01.043
Injection site inflammation,08.02.03.008;12.07.03.009
Injection site fibrosis,08.02.03.025;12.07.03.025
Acute lymphocytic leukaemia,01.10.01.001;16.01.01.001
Hypoglycaemic coma,05.06.03.004;14.06.03.004;17.02.09.005
Hypersomnia,17.15.01.001;19.02.05.001
Anorgasmia,19.08.01.001
Adnexal torsion,21.11.02.012
Extrasystoles,02.03.02.003
Anticholinergic syndrome,17.05.01.001
Blood alkaline phosphatase increased,13.04.02.004
Injection site infection,08.02.03.019;11.01.08.005;12.07.03.008
Aphthous stomatitis,07.05.06.002
Affective disorder,19.04.04.001
Muscle spasticity,15.05.04.011;17.05.03.007
Deafness,04.02.01.001
Skin mass,23.07.04.014
Plantar erythema,23.03.06.012
Upper motor neurone lesion,17.05.05.001
Lipids increased,13.12.02.004
Conjunctivitis infective,06.04.01.002;11.01.06.012
Rhinitis allergic,10.01.04.003;22.04.04.003
Abdominal infection,07.19.02.007;11.01.07.014
Vascular resistance pulmonary increased,13.14.03.020
Hypogeusia,07.14.03.002;17.02.07.004;07.14.03.003;17.02.07.001
Spinal anaesthesia,25.01.03.001
Rectal ulcer,07.04.01.002
Malignant mesenchymoma,15.09.03.009;16.33.06.001
Central nervous system stimulation,25.04.01.001
Type 2 diabetes mellitus,05.06.01.003;14.06.01.003
Ulcerative keratitis,06.04.02.004;10.02.01.021
Rhythm idioventricular,02.03.04.019
Microangiopathy,24.03.02.021
Angina pectoris,02.02.02.002;24.04.04.002
Cervical discharge,21.06.01.001
Adverse reaction,08.06.01.018
Waist circumference increased,13.15.01.033
Hyperhidrosis,08.01.03.028;23.02.03.004
Seborrhoeic keratosis,16.26.01.008;23.10.01.008
Food allergy,10.01.01.012
Inflammation,08.01.05.007;10.02.01.089
Herpes zoster,11.05.02.003;17.09.03.026;23.11.05.005
Migraine,17.14.02.001;24.03.05.003;17.14.02.007;24.03.05.020
Sputum discoloured,22.02.03.010
Acute hepatic failure,09.01.03.001
Hypopnoea,22.02.01.021
Pericardial disease,02.06.01.006
Cerebellar infarction,17.08.01.013;24.04.06.007
Long QT syndrome congenital,02.03.01.019;03.07.07.002
Hemiparesis,17.01.04.001;17.01.04.008;17.01.04.011
Pulmonary microemboli,22.06.02.006;24.01.06.006
Lung abscess,11.01.09.006;22.07.01.006
Cardiac amyloidosis,02.04.01.013;10.02.05.002
Choreoathetosis,17.01.01.003
Jaw disorder,15.02.04.009
Livedo reticularis,23.06.05.001;24.03.04.003
Pericarditis,02.06.02.001;02.06.02.003;22.05.01.002
Discomfort,08.01.08.003
Bartholin's cyst,16.04.04.003;21.08.03.001
Chronic graft versus host disease,10.02.01.029;12.02.09.003
Hoigne's syndrome,12.02.05.028;17.02.10.009;24.01.06.003
Trichorrhexis,23.02.06.007
Rectocele,07.16.06.003;21.07.05.005
Anastomotic ulcer,07.04.04.003;12.02.03.001
Pseudomonas infection,11.02.12.001
Conjunctival hyperaemia,06.04.01.004
Pseudocholinesterase deficiency,03.08.06.001;14.14.06.001
Vaginal discharge,21.08.02.002
Lethargy,08.01.01.008;17.02.04.003;19.04.04.004
Pancytopenia,01.03.03.003
Oesophageal rupture,07.04.05.005;12.01.17.015
Gastric ulcer,07.04.03.002
Genital infection,11.01.08.011;21.10.03.002
Brain hypoxia,17.08.02.009;22.02.02.010;24.04.06.022;17.13.02.006;22.02.02.011;24.04.06.021
Loss of consciousness,17.02.04.004
Joint stiffness,15.01.02.003
Embolism arterial,24.01.01.014
Device dislocation,27.01.01.001
Coronary artery thrombosis,02.02.01.007;24.01.05.002
Sweat gland tumour,16.26.01.009;23.10.01.009
Hypothrombinaemia,01.01.01.011
Injection site necrosis,08.02.03.020;12.07.03.020
Ileal ulcer,07.04.06.008
Anal sphincter atony,07.03.01.003;17.05.02.009
Medication residue present,13.15.01.049
Dizziness exertional,02.11.04.007;17.02.05.034;24.06.02.018
Seasonal allergy,06.04.01.013;10.01.04.001;22.04.04.008
Papilloedema,06.09.02.002;17.07.02.004;24.03.07.001
Polycythaemia,01.07.01.001
Injection site mass,08.02.03.009;12.07.03.010
Yellow nail syndrome,22.03.02.001;23.02.05.009
Muscle rigidity,15.05.04.001;17.05.02.005;15.05.04.005;15.05.04.006;17.01.05.001;17.05.02.006
Respiratory distress,22.02.01.012
Orbital oedema,06.09.05.001;10.01.05.024;23.04.01.024
Metastatic renal cell carcinoma,16.08.02.003;20.01.04.005
Neutrophil percentage increased,13.01.06.040
Carotid artery occlusion,17.08.01.012;24.04.06.008
Vulvovaginal swelling,21.08.02.016
Sinus arrhythmia,02.03.03.008
Proctitis,07.08.04.001
Lymph node abscess,01.09.01.012;11.01.08.031
Congenital hydronephrosis,03.06.02.001;20.01.05.002
Muscle contracture,15.03.05.024
Elevated mood,19.04.02.006
Oedema genital,21.10.01.011
Respiratory depth increased,22.02.01.022
Hydrops foetalis,18.03.02.008
Dysgeusia,07.14.03.001;17.02.07.003
Benign breast neoplasm,16.14.01.005;21.05.01.009
Application site induration,08.02.01.014;12.07.01.015
Derealisation,19.10.05.004
Fistula,15.03.02.001
Puncture site pain,08.02.04.001;12.07.04.002
Hepatic neoplasm,09.04.03.001;16.07.03.001;09.04.02.008;16.07.02.004
Fat necrosis,08.03.03.004
Peroneal nerve palsy,17.09.02.003
Cough,22.02.03.001
Gallbladder disorder,09.03.02.001
Ingrown hair,23.02.06.008
Sebaceous hyperplasia,23.02.07.005
Palpitations,02.11.04.012
Pulmonary haemorrhage,22.12.01.009;24.07.01.016
Osteosclerosis,15.02.04.012
Incision site pain,08.01.08.008;12.02.05.006
Hyperchloraemia,14.05.08.001
Hypnopompic hallucination,19.02.02.006
Chloasma,18.08.02.002;23.05.01.001;23.05.01.004;23.05.01.005
Catheter site haemorrhage,08.02.02.002;12.07.02.002;24.07.01.003
Brain stem glioma,16.30.02.005;17.20.02.005
Soft tissue injury,12.01.08.026;15.03.02.010
Immunology test,13.06.03.007
Oral infection,07.05.07.005;11.01.04.005
Staphylococcal infection,11.02.05.002
Heparin-induced thrombocytopenia,01.08.01.004;10.02.01.007;24.01.01.020
Skin burning sensation,17.02.06.009;23.03.03.021
Radiation oesophagitis,07.08.05.005;12.05.02.008
Cluster headache,17.14.01.003
Immune-mediated necrotising myopathy,10.02.01.088;15.05.01.012
Vascular resistance systemic,13.14.03.019
Intermittent claudication,24.04.03.001
Cushingoid,05.01.01.002;14.11.01.006;19.07.03.001;24.08.02.004
Chlamydial infection,11.11.01.001
Phantom pain,08.01.08.033;17.02.07.028
Mass,08.03.05.003
Oral toxicity,07.05.01.012;12.03.01.051
Dacryoadenitis acquired,06.04.04.014
Tooth disorder,07.09.05.001
Nitrogen balance negative,13.13.01.010
Carbon dioxide decreased,13.02.01.012
Increased upper airway secretion,22.12.03.007
Abscess,11.01.08.001
Cutaneous vasculitis,10.02.02.003;23.06.02.001;24.12.04.008
Schizoaffective disorder,19.03.02.002;19.03.01.002;19.03.02.001
Histiocytosis haematophagic,01.05.01.026;10.02.01.077;16.32.03.038
Hepatoblastoma,09.04.02.003;16.07.04.001
Motor dysfunction,15.05.06.006;17.01.02.031
Stomatitis,07.05.06.005
Ventricular dysfunction,02.04.02.005
Chromosomal mutation,03.20.02.001
Osteochondrosis,15.07.03.002
Prolonged labour,18.07.01.001
Corneal oedema,06.04.02.001
Lung disorder,22.02.07.001
Automatism,19.11.03.003
Lip haemorrhage,07.05.02.002;24.07.02.028
Photodermatosis,23.03.09.004
Rectal spasm,07.03.03.006;15.05.03.020
Pyelonephritis chronic,11.01.14.010;20.01.09.006
Hidradenitis,23.02.03.013
Liver function test normal,13.03.04.032
Spleen disorder,01.09.02.003
Leukopenia,01.02.02.001
Neurodermatitis,23.03.04.007
Vascular dementia,17.03.01.003;19.20.04.001;24.04.06.017;17.08.02.025;19.20.04.002;24.04.06.042
Logorrhoea,17.02.08.006;19.19.02.001
